submission_id,file_name,method_name,prediction,most_similar,most_similar_index
24,Message,|get||move||validity|,|is||set|,|is||set|,35
24,Message,|set||move||validity|,|set||is||set|,|set||is||set|,20
24,Message,|get||code|,|get||id|,|get||id|,12
24,Message,|set||code|,|set||id|,|set||id|,13
24,Message,|get||message|,|get||message|,|get||message|,39
24,Message,|set||message|,|on||message|,|on||message|,40
24,GameBoard,|get||p|,get,|e|,8
24,GameBoard,|set||p|,|set||output|,|set||output|,9
24,GameBoard,|get||p|,get,|e|,6
24,GameBoard,|set||p|,|set||output|,|set||output|,7
24,GameBoard,|is||game||started|,|is||empty|,|is||empty|,19
24,GameBoard,|set||game||started|,|set||transaction|,|set||transaction|,263
24,GameBoard,|get||turn|,|get||id|,|get||id|,2
24,GameBoard,|set||turn|,|set||id|,|set||id|,3
24,GameBoard,|get||board||state|,|get||property|,|get||property|,266
24,GameBoard,|set||board||state|,|set||id|,|set||id|,3
24,GameBoard,|set||board||state|,|set||value|,|set||value|,429
24,GameBoard,|get||winner|,|get||id|,|get||id|,2
24,GameBoard,|set||winner|,|set||id|,|set||id|,3
24,GameBoard,|is||draw|,|is||empty|,|is||empty|,10
24,GameBoard,|set||draw|,|set||is||set|,|set||is||set|,1
24,Move,|get||player|,|get||output|,|get||output|,47
24,Move,|set||player|,|set||output|,|set||output|,7
24,Move,|get||move||x|,|get||id|,|get||id|,2
24,Move,|set||move||x|,|set||id|,|set||id|,3
24,Move,|get||move||y|,|get||id|,|get||id|,2
24,Move,|set||move||y|,|set||id|,|set||id|,3
24,Player,|set||type|,|set||type||type|,|set||type||type|,558
24,Player,|get||type|,|get||value|,|get||value|,898
24,Player,|set||id|,|set||id|,|set||id|,3
24,Player,|get||id|,|get||id|,|get||id|,2
24,PlayGame,|set||type|,|set||type||type|,|set||type||type|,558
24,PlayGame,|get||type|,|get||value|,|get||value|,898
24,PlayGame,|set||id|,|set||id|,|set||id|,3
24,PlayGame,|get||id|,|get||id|,|get||id|,2
65,Message,|is||move||validity|,|is||set|,|is||set|,0
65,Message,|set||move||validity|,|set||is||set|,|set||is||set|,1
65,Message,|get||code|,|get||id|,|get||id|,2
65,Message,|set||code|,|set||id|,|set||id|,3
65,Message,|get||message|,|get||message|,|get||message|,4
65,Message,|set||message|,|on||message|,|on||message|,5
65,GameBoard,|is||move||validity|,|is||set|,|is||set|,0
65,GameBoard,|set||move||validity|,|set||is||set|,|set||is||set|,1
65,GameBoard,|get||code|,|get||id|,|get||id|,2
65,GameBoard,|set||code|,|set||id|,|set||id|,3
65,GameBoard,|get||message|,|get||message|,|get||message|,4
65,GameBoard,|set||message|,|on||message|,|on||message|,5
65,Move,|get||player|,|get||output|,|get||output|,21
65,Move,|set||player|,|set||output|,|set||output|,7
65,Move,|get||move||x|,|get||id|,|get||id|,2
65,Move,|set||move||x|,|set||id|,|set||id|,3
65,Move,|get||move||y|,|get||id|,|get||id|,2
65,Move,|set||move||y|,|set||id|,|set||id|,3
65,Player,|get||type|,|get||value|,|get||value|,898
65,Player,|set||type|,|set||type||type|,|set||type||type|,558
65,Player,|get||id|,|get||id|,|get||id|,2
65,Player,|set||id|,|set||id|,|set||id|,3
65,PlayGame,|get||type|,|get||value|,|get||value|,898
65,PlayGame,|set||type|,|set||type||type|,|set||type||type|,558
65,PlayGame,|get||id|,|get||id|,|get||id|,2
65,PlayGame,|set||id|,|set||id|,|set||id|,3
65,GameTest,|get||type|,|get||value|,|get||value|,898
65,GameTest,|set||type|,|set||type||type|,|set||type||type|,558
65,GameTest,|get||id|,|get||id|,|get||id|,2
65,GameTest,|set||id|,|set||id|,|set||id|,3
65,TicTacToeTest,|get||type|,|get||value|,|get||value|,898
65,TicTacToeTest,|set||type|,|set||type||type|,|set||type||type|,558
65,TicTacToeTest,|get||id|,|get||id|,|get||id|,2
65,TicTacToeTest,|set||id|,|set||id|,|set||id|,3
43,PlayGame,main,add,|d|,72
43,PlayGame,|send||game||board||to||all||players|,|set||session|,|set||session|,73
43,PlayGame,stop,stop,|to|,570
61,PlayGame,main,add,|d|,69
61,PlayGame,|send||game||board||to||all||players|,|set||session|,|set||session|,70
61,PlayGame,stop,stop,|to|,570
59,PlayGame,main,add,|d|,69
59,PlayGame,|send||game||board||to||all||players|,|set||session|,|set||session|,70
59,PlayGame,stop,stop,|to|,570
80,PlayGame,main,add,|d|,69
80,PlayGame,|send||game||board||to||all||players|,|set||session|,|set||session|,70
80,PlayGame,stop,stop,|to|,570
70,Message,|is||move||validity|,|is||set|,|is||set|,0
70,Message,|set||move||validity|,|set||is||set|,|set||is||set|,1
70,Message,|get||code|,|get||id|,|get||id|,2
70,Message,|set||code|,|set||id|,|set||id|,3
70,Message,|get||message|,|get||message|,|get||message|,4
70,Message,|set||message|,|on||message|,|on||message|,5
70,GameBoard,|is||move||validity|,|is||set|,|is||set|,0
70,GameBoard,|set||move||validity|,|set||is||set|,|set||is||set|,1
70,GameBoard,|get||code|,|get||id|,|get||id|,2
70,GameBoard,|set||code|,|set||id|,|set||id|,3
70,GameBoard,|get||message|,|get||message|,|get||message|,4
70,GameBoard,|set||message|,|on||message|,|on||message|,5
70,Move,|get||player|,|get||output|,|get||output|,21
70,Move,|set||player|,|set||output|,|set||output|,7
70,Move,|get||move||x|,|get||id|,|get||id|,2
70,Move,|set||move||x|,|set||id|,|set||id|,3
70,Move,|get||move||y|,|get||id|,|get||id|,2
70,Move,|set||move||y|,|set||id|,|set||id|,3
70,Player,|get||type|,|get||value|,|get||value|,898
70,Player,|set||type|,|set||type||type|,|set||type||type|,558
70,Player,|get||id|,|get||id|,|get||id|,2
70,Player,|set||id|,|set||id|,|set||id|,3
70,PlayGame,|get||type|,|get||value|,|get||value|,898
70,PlayGame,|set||type|,|set||type||type|,|set||type||type|,558
70,PlayGame,|get||id|,|get||id|,|get||id|,2
70,PlayGame,|set||id|,|set||id|,|set||id|,3
97,PlayGame,main,add,|d|,69
97,PlayGame,|send||game||board||to||all||players|,|set||session|,|set||session|,70
97,PlayGame,stop,stop,|to|,570
82,PlayGame,main,add,|d|,69
82,PlayGame,|send||game||board||to||all||players|,|set||session|,|set||session|,70
82,PlayGame,stop,stop,|to|,570
27,PlayGame,main,add,|d|,69
27,PlayGame,|send||game||board||to||all||players|,|set||session|,|set||session|,70
27,PlayGame,stop,stop,|to|,570
9,Message,|set||message|,set,|e|,6
9,Message,|message||json|,|get||string|,|get||string|,120
9,Message,|get||code|,|get||id|,|get||id|,2
9,GameBoard,|set||message|,set,|e|,6
9,GameBoard,|message||json|,|get||string|,|get||string|,117
9,GameBoard,|get||code|,|get||id|,|get||id|,2
9,Calculator,add,size,|set||max||count|,516
9,Calculator,division,|get||double|,|get||output|,1604
9,Move,|set||move|,|set||id|,|set||id|,3
9,Move,|get||move||x|,|get||id|,|get||id|,2
9,Move,|get||move||y|,|get||id|,|get||id|,2
9,Move,|get||player|,get,|e|,6
9,Player,|get||type|,|get||value|,|get||value|,898
9,Player,|get||id|,|get||id|,|get||id|,2
9,PlayGame,|get||type|,|get||value|,|get||value|,898
9,PlayGame,|get||id|,|get||id|,|get||id|,2
9,CalculatorTest,|test||add|,|test||revisions|,|test||revisions|,133
9,CalculatorTest,|test||div||non||zero||denominator|,|test||revisions|,|test||revisions|,132
9,CalculatorTest,|test||div||zero||denominator|,|test||count|,|set||max||count|,516
42,PlayGame,main,add,|d|,69
42,PlayGame,|send||game||board||to||all||players|,|set||session|,|set||session|,70
42,PlayGame,stop,stop,|to|,570
5,Message,|is||move||valid|,|is||set|,|is||set|,0
5,Message,|set||move||validity|,|set||is||set|,|set||is||set|,1
5,Message,|get||code|,|get||id|,|get||id|,2
5,Message,|set||code|,|set||id|,|set||id|,3
5,Message,|get||message|,|get||message|,|get||message|,4
5,Message,|set||message|,|on||message|,|on||message|,5
5,Message,|to||json|,|to||string|,|to||string|,151
5,GameBoard,|is||move||valid|,|is||set|,|is||set|,0
5,GameBoard,|set||move||validity|,|set||is||set|,|set||is||set|,1
5,GameBoard,|get||code|,|get||id|,|get||id|,2
5,GameBoard,|set||code|,|set||id|,|set||id|,3
5,GameBoard,|get||message|,|get||message|,|get||message|,4
5,GameBoard,|set||message|,|on||message|,|on||message|,5
5,GameBoard,|to||json|,|to||string|,|to||string|,144
5,Move,|get||player|,|get||output|,|get||output|,21
5,Move,|set||player|,|set||output|,|set||output|,7
5,Move,|get||move||x|,|get||id|,|get||id|,2
5,Move,|set||move||x|,|set||id|,|set||id|,3
5,Move,|get||move||y|,|get||id|,|get||id|,2
5,Move,|set||move||y|,|set||id|,|set||id|,3
5,Player,|get||type|,|get||value|,|get||value|,898
5,Player,|set||type|,|set||type||type|,|set||type||type|,558
5,Player,|get||id|,|get||id|,|get||id|,2
5,Player,|set||id|,|set||id|,|set||id|,3
5,PlayGame,|get||type|,|get||value|,|get||value|,898
5,PlayGame,|set||type|,|set||type||type|,|set||type||type|,558
5,PlayGame,|get||id|,|get||id|,|get||id|,2
5,PlayGame,|set||id|,|set||id|,|set||id|,3
5,Database,|get||type|,|get||value|,|get||value|,898
5,Database,|set||type|,|set||type||type|,|set||type||type|,558
5,Database,|get||id|,|get||id|,|get||id|,2
5,Database,|set||id|,|set||id|,|set||id|,3
5,DatabaseTest,|get||type|,|get||value|,|get||value|,898
5,DatabaseTest,|set||type|,|set||type||type|,|set||type||type|,558
5,DatabaseTest,|get||id|,|get||id|,|get||id|,2
5,DatabaseTest,|set||id|,|set||id|,|set||id|,3
5,PlayGameTest,|get||type|,|get||value|,|get||value|,898
5,PlayGameTest,|set||type|,|set||type||type|,|set||type||type|,558
5,PlayGameTest,|get||id|,|get||id|,|get||id|,2
5,PlayGameTest,|set||id|,|set||id|,|set||id|,3
5,MessageTest,|test||message||constructor|,|test||invalid|,|test||invalid|,179
5,MessageTest,|test||set||move||validity|,|test||invalid|,|test||invalid|,178
5,MessageTest,|test||set||code|,|test||get|,|test||get|,184
5,MessageTest,|test||set||message|,|test||message|,|test||message|,736
5,MessageTest,|test||to||json|,|test||invalid|,|test||invalid|,178
5,MoveTest,|test||move||constructor|,|test||get||value|,|test||get||value|,187
5,MoveTest,|test||set||player|,|test||get|,|test||get|,180
5,MoveTest,|test||set||move||x|,|test||revisions|,|test||revisions|,132
5,MoveTest,|test||set||move||y|,|test||revisions|,|test||revisions|,132
5,GameBoardTest,|test||move||constructor|,|test||get||value|,|test||get||value|,183
5,GameBoardTest,|test||set||player|,|test||get|,|test||get|,180
5,GameBoardTest,|test||set||move||x|,|test||revisions|,|test||revisions|,132
5,GameBoardTest,|test||set||move||y|,|test||revisions|,|test||revisions|,132
5,PlayerTest,|test||player||constructor|,|test||get||id|,|test||get||id|,963
5,PlayerTest,|test||set||type|,|test||type|,|test||invalid||type|,742
5,PlayerTest,|test||set||id|,|test||id|,|test||get||id|,191
84,PlayGame,main,add,|d|,69
84,PlayGame,|send||game||board||to||all||players|,|set||session|,|set||session|,70
84,PlayGame,stop,stop,|to|,570
25,PlayGame,main,add,|d|,69
25,PlayGame,|send||game||board||to||all||players|,|set||session|,|set||session|,70
25,PlayGame,stop,stop,|to|,570
87,PlayGame,main,add,|d|,69
87,PlayGame,|send||game||board||to||all||players|,|set||session|,|set||session|,70
87,PlayGame,stop,stop,|to|,570
8,PlayGame,main,add,|d|,69
8,PlayGame,|send||game||board||to||all||players|,|set||session|,|set||session|,70
8,PlayGame,stop,stop,|to|,570
34,PlayGame,main,add,|d|,69
34,PlayGame,|send||game||board||to||all||players|,|set||session|,|set||session|,70
34,PlayGame,stop,stop,|to|,570
35,PlayGame,main,add,|d|,69
35,PlayGame,|send||game||board||to||all||players|,|set||session|,|set||session|,70
35,PlayGame,stop,stop,|to|,570
23,Message,|is||move||validity|,|is||set|,|is||set|,0
23,Message,|set||move||validity|,|set||is||set|,|set||is||set|,1
23,Message,|get||code|,|get||id|,|get||id|,2
23,Message,|set||code|,|set||id|,|set||id|,3
23,Message,|get||message|,|get||message|,|get||message|,4
23,Message,|set||message|,|on||message|,|on||message|,5
23,GameBoard,|is||move||validity|,|is||set|,|is||set|,0
23,GameBoard,|set||move||validity|,|set||is||set|,|set||is||set|,1
23,GameBoard,|get||code|,|get||id|,|get||id|,2
23,GameBoard,|set||code|,|set||id|,|set||id|,3
23,GameBoard,|get||message|,|get||message|,|get||message|,4
23,GameBoard,|set||message|,|on||message|,|on||message|,5
23,Move,|get||player|,|get||output|,|get||output|,21
23,Move,|set||player|,|set||output|,|set||output|,7
23,Move,|get||move||x|,|get||id|,|get||id|,2
23,Move,|set||move||x|,|set||id|,|set||id|,3
23,Move,|get||move||y|,|get||id|,|get||id|,2
23,Move,|set||move||y|,|set||id|,|set||id|,3
23,Player,|get||type|,|get||value|,|get||value|,898
23,Player,|set||type|,|set||type||type|,|set||type||type|,558
23,Player,|get||id|,|get||id|,|get||id|,2
23,Player,|set||id|,|set||id|,|set||id|,3
23,PlayGame,|get||type|,|get||value|,|get||value|,898
23,PlayGame,|set||type|,|set||type||type|,|set||type||type|,558
23,PlayGame,|get||id|,|get||id|,|get||id|,2
23,PlayGame,|set||id|,|set||id|,|set||id|,3
23,GameBoardTest,|get||type|,|get||value|,|get||value|,898
23,GameBoardTest,|set||type|,|set||type||type|,|set||type||type|,558
23,GameBoardTest,|get||id|,|get||id|,|get||id|,2
23,GameBoardTest,|set||id|,|set||id|,|set||id|,3
23,ApiTest,|get||type|,|get||value|,|get||value|,898
23,ApiTest,|set||type|,|set||type||type|,|set||type||type|,558
23,ApiTest,|get||id|,|get||id|,|get||id|,2
23,ApiTest,|set||id|,|set||id|,|set||id|,3
72,PlayGame,main,add,|d|,69
72,PlayGame,|send||game||board||to||all||players|,|set||session|,|set||session|,70
72,PlayGame,stop,stop,|to|,570
33,PlayGame,main,add,|d|,69
33,PlayGame,|send||game||board||to||all||players|,|set||session|,|set||session|,70
33,PlayGame,stop,stop,|to|,570
99,Message,|is||move||validity|,|is||set|,|is||set|,0
99,Message,|set||move||validity|,|set||is||set|,|set||is||set|,1
99,Message,|get||code|,|get||id|,|get||id|,2
99,Message,|set||code|,|set||id|,|set||id|,3
99,Message,|get||message|,|get||message|,|get||message|,4
99,Message,|set||message|,|on||message|,|on||message|,5
99,GameBoard,|get||p|,get,|e|,6
99,GameBoard,|set||p|,|set||output|,|set||output|,7
99,GameBoard,|get||p|,get,|e|,6
99,GameBoard,|set||p|,|set||output|,|set||output|,7
99,GameBoard,|is||game||started|,|is||empty|,|is||empty|,10
99,GameBoard,|set||game||started|,|set||transaction|,|set||transaction|,11
99,GameBoard,|get||turn|,|get||id|,|get||id|,2
99,GameBoard,|set||turn|,|set||id|,|set||id|,3
99,GameBoard,|get||board||state|,|get||property|,|get||property|,14
99,GameBoard,|set||board||state|,|set||id|,|set||id|,3
99,GameBoard,|get||winner|,|get||id|,|get||id|,2
99,GameBoard,|set||winner|,|set||id|,|set||id|,3
99,GameBoard,|is||draw|,|is||empty|,|is||empty|,10
99,GameBoard,|set||draw|,|set||is||set|,|set||is||set|,1
99,Move,|get||player|,|get||output|,|get||output|,21
99,Move,|set||player|,|set||output|,|set||output|,7
99,Move,|get||move||x|,|get||id|,|get||id|,2
99,Move,|set||move||x|,|set||id|,|set||id|,3
99,Move,|get||move||y|,|get||id|,|get||id|,2
99,Move,|set||move||y|,|set||id|,|set||id|,3
99,Player,|get||type|,|get||value|,|get||value|,898
99,Player,|set||type|,|set||type||type|,|set||type||type|,558
99,Player,|get||id|,|get||id|,|get||id|,2
99,Player,|set||id|,|set||id|,|set||id|,3
99,DataBase,|get||type|,|get||value|,|get||value|,898
99,DataBase,|set||type|,|set||type||type|,|set||type||type|,558
99,DataBase,|get||id|,|get||id|,|get||id|,2
99,DataBase,|set||id|,|set||id|,|set||id|,3
99,PlayGame,|get||type|,|get||value|,|get||value|,898
99,PlayGame,|set||type|,|set||type||type|,|set||type||type|,558
99,PlayGame,|get||id|,|get||id|,|get||id|,2
99,PlayGame,|set||id|,|set||id|,|set||id|,3
99,RobustTest,|get||type|,|get||value|,|get||value|,898
99,RobustTest,|set||type|,|set||type||type|,|set||type||type|,558
99,RobustTest,|get||id|,|get||id|,|get||id|,2
99,RobustTest,|set||id|,|set||id|,|set||id|,3
99,GameTest,|get||type|,|get||value|,|get||value|,898
99,GameTest,|set||type|,|set||type||type|,|set||type||type|,558
99,GameTest,|get||id|,|get||id|,|get||id|,2
99,GameTest,|set||id|,|set||id|,|set||id|,3
99,MethodTest,|get||type|,|get||value|,|get||value|,898
99,MethodTest,|set||type|,|set||type||type|,|set||type||type|,558
99,MethodTest,|get||id|,|get||id|,|get||id|,2
99,MethodTest,|set||id|,|set||id|,|set||id|,3
99,DataBaseTest,|get||type|,|get||value|,|get||value|,898
99,DataBaseTest,|set||type|,|set||type||type|,|set||type||type|,558
99,DataBaseTest,|get||id|,|get||id|,|get||id|,2
99,DataBaseTest,|set||id|,|set||id|,|set||id|,3
48,PlayGame,main,add,|d|,69
48,PlayGame,|send||game||board||to||all||players|,|set||session|,|set||session|,70
48,PlayGame,stop,stop,|to|,570
96,PlayGame,main,add,|d|,69
96,PlayGame,|send||game||board||to||all||players|,|set||session|,|set||session|,70
96,PlayGame,stop,stop,|to|,570
38,Message,|set||move||validity|,|set||is||set|,|set||is||set|,1
38,Message,|set||code|,|set||id|,|set||id|,3
38,Message,|set||message|,|on||message|,|on||message|,5
38,Message,|get||move||validity|,|is||set|,|is||set|,0
38,Message,|get||code|,|get||id|,|get||id|,2
38,Message,|get||message|,|get||message|,|get||message|,4
38,GameBoard,|set||move||validity|,|set||is||set|,|set||is||set|,1
38,GameBoard,|set||code|,|set||id|,|set||id|,3
38,GameBoard,|set||message|,|on||message|,|on||message|,5
38,GameBoard,|get||move||validity|,|is||set|,|is||set|,0
38,GameBoard,|get||code|,|get||id|,|get||id|,2
38,GameBoard,|get||message|,|get||message|,|get||message|,4
38,Move,|set||player|,|set||output|,|set||output|,7
38,Move,|set||move||x|,|set||id|,|set||id|,3
38,Move,|set||move||y|,|set||id|,|set||id|,3
38,Move,|get||player|,|get||output|,|get||output|,21
38,Move,|get||move||x|,|get||id|,|get||id|,2
38,Move,|get||move||y|,|get||id|,|get||id|,2
38,Player,|set||type|,|set||type||type|,|set||type||type|,558
38,Player,|set||id|,|set||id|,|set||id|,3
38,Player,|get||type|,|get||value|,|get||value|,898
38,Player,|get||id|,|get||id|,|get||id|,2
38,PlayGame,|set||type|,|set||type||type|,|set||type||type|,558
38,PlayGame,|set||id|,|set||id|,|set||id|,3
38,PlayGame,|get||type|,|get||value|,|get||value|,898
38,PlayGame,|get||id|,|get||id|,|get||id|,2
67,PlayGame,main,add,|d|,69
67,PlayGame,|send||game||board||to||all||players|,|set||session|,|set||session|,70
67,PlayGame,stop,stop,|to|,570
39,PlayGame,main,add,|d|,69
39,PlayGame,|send||game||board||to||all||players|,|set||session|,|set||session|,70
39,PlayGame,stop,stop,|to|,570
89,Message,|is||move||validity|,|is||set|,|is||set|,0
89,Message,|set||move||validity|,|set||is||set|,|set||is||set|,1
89,Message,|get||code|,|get||id|,|get||id|,2
89,Message,|set||code|,|set||id|,|set||id|,3
89,Message,|get||message|,|get||message|,|get||message|,4
89,Message,|set||message|,|on||message|,|on||message|,5
89,GameBoard,|is||move||validity|,|is||set|,|is||set|,0
89,GameBoard,|set||move||validity|,|set||is||set|,|set||is||set|,1
89,GameBoard,|get||code|,|get||id|,|get||id|,2
89,GameBoard,|set||code|,|set||id|,|set||id|,3
89,GameBoard,|get||message|,|get||message|,|get||message|,4
89,GameBoard,|set||message|,|on||message|,|on||message|,5
89,Move,|get||player|,|get||output|,|get||output|,21
89,Move,|set||player|,|set||output|,|set||output|,7
89,Move,|get||move||x|,|get||id|,|get||id|,2
89,Move,|set||move||x|,|set||id|,|set||id|,3
89,Move,|get||move||y|,|get||id|,|get||id|,2
89,Move,|set||move||y|,|set||id|,|set||id|,3
89,Player,|get||type|,|get||value|,|get||value|,898
89,Player,|set||type|,|set||type||type|,|set||type||type|,558
89,Player,|get||id|,|get||id|,|get||id|,2
89,Player,|set||id|,|set||id|,|set||id|,3
89,PlayGame,|get||type|,|get||value|,|get||value|,898
89,PlayGame,|set||type|,|set||type||type|,|set||type||type|,558
89,PlayGame,|get||id|,|get||id|,|get||id|,2
89,PlayGame,|set||id|,|set||id|,|set||id|,3
89,GameTest,|get||type|,|get||value|,|get||value|,898
89,GameTest,|set||type|,|set||type||type|,|set||type||type|,558
89,GameTest,|get||id|,|get||id|,|get||id|,2
89,GameTest,|set||id|,|set||id|,|set||id|,3
89,GameboardTest,|get||type|,|get||value|,|get||value|,898
89,GameboardTest,|set||type|,|set||type||type|,|set||type||type|,558
89,GameboardTest,|get||id|,|get||id|,|get||id|,2
89,GameboardTest,|set||id|,|set||id|,|set||id|,3
41,Message,|is||move||validity|,|is||set|,|is||set|,0
41,Message,|set||move||validity|,|set||is||set|,|set||is||set|,1
41,Message,|get||code|,|get||id|,|get||id|,2
41,Message,|set||code|,|set||id|,|set||id|,3
41,Message,|get||message|,|get||message|,|get||message|,4
41,Message,|set||message|,|on||message|,|on||message|,5
41,GameBoard,|get||p|,get,|e|,6
41,GameBoard,|set||p|,|set||output|,|set||output|,7
41,GameBoard,|get||p|,get,|e|,6
41,GameBoard,|set||p|,|set||output|,|set||output|,7
41,GameBoard,|is||game||started|,|is||empty|,|is||empty|,10
41,GameBoard,|set||game||started|,|set||transaction|,|set||transaction|,11
41,GameBoard,|get||turn|,|get||id|,|get||id|,2
41,GameBoard,|set||turn|,|set||id|,|set||id|,3
41,GameBoard,|get||board||state|,|get||property|,|get||property|,14
41,GameBoard,|set||board||state|,|set||id|,|set||id|,3
41,GameBoard,|get||winner|,|get||id|,|get||id|,2
41,GameBoard,|set||winner|,|set||id|,|set||id|,3
41,GameBoard,|is||draw|,|is||empty|,|is||empty|,10
41,GameBoard,|set||draw|,|set||is||set|,|set||is||set|,1
41,Move,|get||player|,|get||output|,|get||output|,21
41,Move,|set||player|,|set||output|,|set||output|,7
41,Move,|get||move||x|,|get||id|,|get||id|,2
41,Move,|set||move||x|,|set||id|,|set||id|,3
41,Move,|get||move||y|,|get||id|,|get||id|,2
41,Move,|set||move||y|,|set||id|,|set||id|,3
41,Player,|get||type|,|get||value|,|get||value|,898
41,Player,|set||type|,|set||type||type|,|set||type||type|,558
